movie_id,title,title_zh,genres,year,avg_rating,rating_count,imdb_id,tmdb_id,region,poster_url
134881,Love & Mercy,搖滾愛重生,Drama,2014.0,3.7124542124542126,546.0,903657,271714.0,US,https://image.tmdb.org/t/p/w500/4jn0hDsl6lsv4qEc7aiLlgbaIjo.jpg
134919,Leonie,為愛去遠方,Drama,2010.0,2.0,3.0,1426328,171769.0,JP,https://image.tmdb.org/t/p/w500/bksd23m9KEzoeubzuGiBIDDk7JY.jpg
134945,Police Story 2013,警察故事2013,Action|Crime|Drama|Thriller,2013.0,3.1493506493506493,77.0,2599716,219572.0,CN,https://image.tmdb.org/t/p/w500/kNy5zuG6lG4rsqYJ1cBZk3F61X1.jpg
135127,Metro,奪命地鐵,Action|Thriller,2013.0,3.272727272727273,88.0,2649128,174733.0,RU,https://image.tmdb.org/t/p/w500/6H0UkUUCdDn19nDG672NVtVnhAi.jpg
135131,Mercenaries,浴血救援,Action|Adventure,2014.0,2.730769230769231,13.0,3598222,277597.0,US,https://image.tmdb.org/t/p/w500/juZRQQADp9tO3RFVSGngE7YEO3l.jpg
135133,The Hunger Games: Mockingjay - Part 2,飢餓遊戲：自由幻夢 終結戰,Adventure|Sci-Fi,2015.0,3.40681143571317,6401.0,1951266,131634.0,US,https://image.tmdb.org/t/p/w500/IYurEdTaEILfV8kcQAUDMrMr7G.jpg
135135,Max,海軍忠犬馬克斯,Adventure|Children|Drama,2015.0,3.123762376237624,101.0,3369806,272878.0,US,https://image.tmdb.org/t/p/w500/hG9tVqvo599gLkC7zqyj98YTbve.jpg
135137,Pixels,世界大對戰,Action|Comedy|Sci-Fi,2015.0,2.5277439024390245,1640.0,2120120,257344.0,US,https://image.tmdb.org/t/p/w500/6CE0aBc3GW42LFieIue6MqZUYn1.jpg
135141,Allegiant: Part 1,分歧者3：赤誠者,Adventure|Sci-Fi,2016.0,3.118022864828514,1487.0,3410834,262504.0,CA,https://image.tmdb.org/t/p/w500/pJSPv4kbk3jOORQrDbZyPmbiWS4.jpg
135143,Fantastic Beasts and Where to Find Them,怪獸與牠們的產地,Fantasy,2016.0,3.614615865084322,8005.0,3183660,259316.0,GB,https://image.tmdb.org/t/p/w500/hQfdUCpLyndNgszhtEkXMgrvt8F.jpg
