movie_id,title,title_zh,genres,year,avg_rating,rating_count,imdb_id,tmdb_id,region,poster_url
225471,Have Mercy on Us All,速去遲歸,Crime|Drama|Thriller,2007.0,2.625,4.0,446707,14649.0,FR,https://image.tmdb.org/t/p/w500/juriLa1l5xh9TOpaTaikXCYOTpO.jpg
225485,The Boys in the Band,男孩夜派對,Drama,2020.0,3.25,80.0,10199914,597156.0,US,https://image.tmdb.org/t/p/w500/2D2gi13hnrXWaspWuWmdbEZ8bef.jpg
225565,Spontaneous,青春愛爆炸,Fantasy|Sci-Fi,2020.0,3.259259259259259,135.0,5774062,604578.0,US,https://image.tmdb.org/t/p/w500/fgW6VSFi3NdyoUttErxop3XNmoh.jpg
225625,Borat Subsequent Moviefilm,芭樂特電影續集,Comedy,2020.0,3.288732394366197,1420.0,13143964,740985.0,US,https://image.tmdb.org/t/p/w500/3L1Ml5RWjFVfVq3rQENvgFymT0U.jpg
225691,The Book of Sun,太陽之書,Comedy|Drama|Thriller,2020.0,2.6666666666666665,3.0,11833648,674642.0,SA,https://image.tmdb.org/t/p/w500/geZ7aZTmuodTKfUJ194pGyVeSZV.jpg
225713,"My Schoolmate, the Barbarian",我的野蠻同學,(no genres listed),2001.0,2.5,2.0,295461,221458.0,HK,https://image.tmdb.org/t/p/w500/b6ciXCu1q3DiQopuXIJXe2eXEia.jpg
225752,Death of Me,逃出黑魔島,Horror,2020.0,2.1296296296296298,27.0,1830643,595149.0,US,https://image.tmdb.org/t/p/w500/8F9xUvb1JMWUMkFV2Yq3aiueAbq.jpg
225758,David Attenborough: A Life on Our Planet,大衛·艾登堡：活在我們的星球,Documentary,2020.0,4.018229166666667,384.0,11989890,664280.0,GB,https://image.tmdb.org/t/p/w500/19J2euKeFOsfa6jFXySouA0Ycn3.jpg
225762,The Woman Who Ran,逃亡的女人,Drama,2020.0,3.290322580645161,31.0,11697690,662401.0,KR,https://image.tmdb.org/t/p/w500/wZw5bceqvq3NMfAKopB669fXCOg.jpg
225766,The Lie,謊言,Drama|Horror|Mystery|Thriller,2018.0,3.30327868852459,61.0,7945440,539649.0,US,https://image.tmdb.org/t/p/w500/a3c5zUOIEXAFYFf0vyypBCNJepb.jpg
225782,Khandaani Shafakhana,家庭診所,Comedy|Drama,2019.0,1.0,2.0,10519182,618473.0,IN,https://image.tmdb.org/t/p/w500/nlejxxxLsVZxbZd61zT7JH2z1wA.jpg
225788,The Doorman,奪命守門人,Action|Thriller,2020.0,2.564516129032258,31.0,6222118,737568.0,US,https://image.tmdb.org/t/p/w500/z5rTVHkkK1H3nMqNGtZGwHFKsPw.jpg
225794,So Much Love to Give,兩妻大丈夫,Comedy,2020.0,2.5,5.0,11827806,661677.0,ES,https://image.tmdb.org/t/p/w500/uSwCLbElGgz7HzWEHwnSfQtP2OC.jpg
225830,Dad Wanted,誠徵老爸,Children|Comedy|Drama,2020.0,3.25,2.0,12721188,737802.0,MX,https://image.tmdb.org/t/p/w500/pkGH2TfJpK9CnOB3qS8uVqAqdp9.jpg
225838,Twins Mission,雙子神偷,Action,2007.0,2.5,2.0,934949,15939.0,HK,https://image.tmdb.org/t/p/w500/3EWBicATyjyILcTPY3bG7UW0wa5.jpg
225854,All for Love,我生涯中最美的一周,Comedy|Drama|Romance,2005.0,3.5,2.0,479724,208874.0,KR,https://image.tmdb.org/t/p/w500/b7q5jOj90WDCGixEhuYtumSQmOq.jpg
225860,Closer to Heaven,比天堂更近的美麗,Drama,2009.0,0.5,1.0,1565032,73092.0,KR,https://image.tmdb.org/t/p/w500/pZeUY6QKeBDP5WqDgw2H7UUErKc.jpg
225862,Start-Up,青春催落去,Action|Drama,2019.0,3.5,2.0,11454170,581530.0,KR,https://image.tmdb.org/t/p/w500/2eXtw1kAkeCoI908FBRkNx1HGq0.jpg
225866,Honest Candidate,政客誠實中,Comedy,2020.0,3.0,5.0,11812338,605193.0,KR,https://image.tmdb.org/t/p/w500/qqi2XosDAoyIBU1STLSFHThGGzB.jpg
225884,Slow Video,宅男慢半拍,Comedy|Drama,2014.0,2.5,1.0,3305060,299244.0,KR,https://image.tmdb.org/t/p/w500/zPxNyV7jpoJWYiXNFQqrXPtcJCJ.jpg
