movie_id,title,title_zh,genres,year,avg_rating,rating_count,imdb_id,tmdb_id,region,poster_url
200052,Pokémon the Movie: The Power of Us,寶可夢劇場版 ：我們的故事,Adventure|Animation|Children|Fantasy,2018.0,2.9838709677419355,31.0,8108230,494407.0,JP,https://image.tmdb.org/t/p/w500/a37waUil8hi46V1EsWcsnPaZlKe.jpg
200054,The Inventor: Out for Blood in Silicon Valley,發明家：硅谷大放血,Documentary,2019.0,3.7254545454545456,275.0,8488126,566228.0,US,https://image.tmdb.org/t/p/w500/u21ImPnHHX2SFgkdHIjwlpEwRux.jpg
200060,An American in Paris: The Musical,一個美國人在巴黎,Romance,2018.0,1.0,4.0,7877016,524499.0,US,https://image.tmdb.org/t/p/w500/zuScwB902EQ73RCQf529m6t5UmD.jpg
200062,Charlie Says,查理說,Crime|Drama,2019.0,2.9166666666666665,30.0,1759744,471859.0,US,https://image.tmdb.org/t/p/w500/cgc4tSc8Q65aYpRroFz3jPNad5j.jpg
200080,Starfish,海星,Drama|Horror|Sci-Fi,2018.0,3.020833333333333,48.0,5700182,542713.0,US,https://image.tmdb.org/t/p/w500/3rs9NQfozGqAxwYgC1Y4uzIH6ob.jpg
200082,Palm Swings,超玩妹社區,Comedy|Drama|Romance,2017.0,4.0,5.0,3465026,462181.0,US,https://image.tmdb.org/t/p/w500/nZYTZ861wP2z4S7Bd2ZIwKFj241.jpg
200116,Turkish for Beginners,土耳其語入門,Comedy,2012.0,1.8409090909090908,22.0,1650536,94562.0,DE,https://image.tmdb.org/t/p/w500/588y9E7gQdqvTUtLIFZ9oK5GudT.jpg
200132,Against the Clock,戰慄特工,Thriller,2019.0,1.7,5.0,3813094,336007.0,US,https://image.tmdb.org/t/p/w500/i8Y2hrGkY1Ih08V7TiJd3IuQeL5.jpg
200148,The Knight of Shadows: Between Yin and Yang,神探蒲松齡,Action|Fantasy,2019.0,2.833333333333333,6.0,7587984,512901.0,CN,https://image.tmdb.org/t/p/w500/ipXEk12zm5XLJtGMZpTMzkSk7jl.jpg
200200,Mirage,幻象,Drama|Sci-Fi|Thriller,2018.0,3.664502164502165,231.0,6908274,529216.0,ES,https://image.tmdb.org/t/p/w500/uy72t6snarRxNdDpfeOqaIwV1Ry.jpg
200222,Those Who Work,沒有工作的日子,Drama,2018.0,3.1666666666666665,6.0,7397958,537965.0,CH,https://image.tmdb.org/t/p/w500/tM4qXipwgHeiw8mN2JyWPBCSvk8.jpg
200248,Walter,華特,Comedy,2019.0,1.1666666666666667,3.0,9680064,579298.0,FR,https://image.tmdb.org/t/p/w500/m1aP9a1bHV1pHB6FLkbnll41BvH.jpg
200256,Dumbo,小飛象,Adventure|Children|Fantasy,2019.0,2.812,375.0,3861390,329996.0,US,https://image.tmdb.org/t/p/w500/93ZQFurcdODIwXbjKWKZk0SfkYr.jpg
200266,Nate Bargatze: The Tennessee Kid,奈特·巴蓋茲：田納西小子,(no genres listed),2019.0,3.386363636363636,44.0,9861504,590872.0,US,https://image.tmdb.org/t/p/w500/cGGBMp1VD2LhfKsoQbFAoz4hFmv.jpg
200268,The Marine 6: Close Quarters,海陸悍將6：近距交戰,Action|Drama,2018.0,2.5,5.0,7668724,548928.0,US,https://image.tmdb.org/t/p/w500/m3ryNMYTDmg9otDcwwzy2WK2VYn.jpg
200270,Luis and the Aliens,三傻鬧地球,Adventure|Animation|Children|Comedy|Sci-Fi,2018.0,2.9545454545454546,11.0,4410000,432383.0,DK,https://image.tmdb.org/t/p/w500/whDF0YbfM9kSmUl9nfXXGZj4Dmj.jpg
200272,Nancy Drew and the Hidden Staircase,神探俏佳人：隱藏的樓梯,Children|Comedy|Crime|Mystery,2019.0,2.475,40.0,8323104,519473.0,US,https://image.tmdb.org/t/p/w500/g805FevFI8BkmvorvyITZ1kGJcr.jpg
200282,The Dark Kingdom,決戰黑暗國度,Adventure|Fantasy|Sci-Fi,2018.0,1.5,1.0,6603378,566810.0,GB,https://image.tmdb.org/t/p/w500/6uEVKTcc2Gvj3vGYWAMBM5akOhe.jpg
200300,Triple Threat,三重威脅之跨國大營救,Action|Thriller,2019.0,2.9609375,64.0,6643972,449985.0,CN,https://image.tmdb.org/t/p/w500/AiH55TdjSzvYLnB1lEoNd6nVu2C.jpg
200306,Booksmart,A+瞎妹,Comedy,2019.0,3.6573444851019343,1913.0,1489887,505600.0,US,https://image.tmdb.org/t/p/w500/fGQlB8uOXmVL0iV2Qv4E79FQkhC.jpg
200322,The Hustle,詐騙女神,Comedy,2019.0,2.7711640211640214,378.0,1298644,449562.0,US,https://image.tmdb.org/t/p/w500/sa6CCW7kRpDxq90q8TE9Y6DsADo.jpg
200324,Teen Spirit,魔力女聲,Drama,2019.0,2.685483870967742,62.0,6483364,440918.0,US,https://image.tmdb.org/t/p/w500/oxUafVmbuLbUgItQlymjqjzCYSv.jpg
200326,Little,回到小時候,Comedy|Fantasy,2019.0,2.5808823529411766,68.0,8085790,526050.0,US,https://image.tmdb.org/t/p/w500/4MDB6jJl3U7xK1Gw64zIqt9pQA4.jpg
200328,All the Bright Places,生命中的燦爛時光,Drama|Romance,2019.0,3.334558823529412,136.0,3907584,342470.0,US,https://image.tmdb.org/t/p/w500/4SafxuMKQiw4reBiWKVZJpJn80I.jpg
200330,Troop Zero,第零軍團,Children|Comedy|Drama,2019.0,3.3797468354430378,79.0,2404465,525946.0,US,https://image.tmdb.org/t/p/w500/uJkBxE3uD78u5KTQHayXTbbeyge.jpg
200332,Rocketman,火箭人,Drama,2019.0,3.5770034843205574,1435.0,2066051,504608.0,CA,https://image.tmdb.org/t/p/w500/fEnngZUW6nxhVIipfxrjmHB5b8k.jpg
200354,The Highwaymen,緝狂公路,Crime|Drama|Mystery|Thriller,2019.0,3.5671875,640.0,1860242,500682.0,US,https://image.tmdb.org/t/p/w500/kNeFhZ4YjFpOrfGBQOFI9PYg3E4.jpg
200356,BearCity,慾望熊市,Comedy|Romance,2010.0,3.5,4.0,1426320,51764.0,US,https://image.tmdb.org/t/p/w500/wzOKQXes0ZuKBKTlJqevU5JnNqF.jpg
200368,Superlópez,超人洛佩茲,Action|Comedy,2018.0,2.794117647058824,17.0,4110388,457915.0,ES,https://image.tmdb.org/t/p/w500/7doCBDNnEITiRg4LPI7wK1jdb4p.jpg
200370,Amateur,素人運動員,Drama,2018.0,3.2777777777777777,9.0,5580392,515333.0,US,https://image.tmdb.org/t/p/w500/nWUvlNxKSMdegAoY5eMOqPwMKIb.jpg
200380,Crossroads: One Two Jaga,十字路口,Action|Crime|Drama,2018.0,3.5,1.0,6603812,522144.0,MY,https://image.tmdb.org/t/p/w500/1HomqFZLyeA4bRVyvuIr6jSG1gT.jpg
200384,Detective Conan: The Darkest Nightmare,名偵探柯南：純黑的惡夢,Adventure|Animation|Mystery,2016.0,3.375,12.0,4954660,374856.0,JP,https://image.tmdb.org/t/p/w500/81tjMCFQXBhs1Y5XVR4PrGp8yK5.jpg
200386,Detective Conan: Sunflowers of Inferno,名偵探柯南：業火的向日葵,Adventure|Animation|Crime|Mystery,2015.0,2.566666666666667,15.0,3737650,316873.0,JP,https://image.tmdb.org/t/p/w500/1hfwtDF9IdgtBlayeU43FdcEWSH.jpg
200388,Detective Conan: The Dimensional Sniper,名偵探柯南：異次元的狙擊手,Action|Animation|Drama|Mystery,2014.0,2.9545454545454546,11.0,3455204,257512.0,JP,https://image.tmdb.org/t/p/w500/yjcrrGV7Lly3v9oRkwnE3iQXEOX.jpg
200390,Detective Conan: Private Eye in the Distant Sea,名偵探柯南：絕海的偵探,Action|Animation|Drama,2013.0,3.611111111111111,9.0,3303446,228805.0,JP,https://image.tmdb.org/t/p/w500/5Wl7bUdHa3v2Rffgb9ZPGTbsmbx.jpg
200392,Detective Conan: The Eleventh Striker,名偵探柯南：第11位前鋒,Action|Animation|Mystery,2012.0,3.0384615384615383,13.0,2131586,122583.0,JP,https://image.tmdb.org/t/p/w500/fhuhP19G3LfYMKJaH20xjJ6WoBv.jpg
200394,Detective Conan: Quarter of Silence,名偵探柯南：沉默的15分鐘,Action|Animation|Crime|Mystery,2011.0,3.0357142857142856,14.0,1840372,77617.0,JP,https://image.tmdb.org/t/p/w500/mAGzMstIkMwBr7weHmXl6NQahlw.jpg
200396,Detective Conan: The Lost Ship in the Sky,名偵探柯南：天空的劫難船,Action|Adventure|Animation|Crime,2010.0,3.071428571428572,14.0,1636815,97375.0,JP,https://image.tmdb.org/t/p/w500/zF7J5SpEGgWvFJbd26P79XQCF9M.jpg
200398,Detective Conan: The Raven Chaser,名偵探柯南：漆黑的追跡者,Animation|Crime|Mystery|Thriller,2009.0,3.769230769230769,13.0,1343046,28764.0,JP,https://image.tmdb.org/t/p/w500/wJca0scI2NWzTdBRXhmizlXUC2u.jpg
200400,Detective Conan: Full Score of Fear,名偵探柯南：戰慄的樂譜,Action|Animation|Crime|Mystery,2008.0,3.125,12.0,1155696,39207.0,JP,https://image.tmdb.org/t/p/w500/dtwrU2KWZ7fVoleV7OqV3b2nzQb.jpg
200402,Detective Conan: Jolly Roger in the Deep Azure,名偵探柯南：紺碧之棺,Adventure|Animation,2007.0,3.2916666666666665,12.0,1146290,39206.0,JP,https://image.tmdb.org/t/p/w500/fwdjLen4PDyHzFcwMyr5cqIoaYC.jpg
200404,Detective Conan: The Private Eyes' Requiem,名偵探柯南：偵探們的鎮魂歌,Animation|Mystery,2006.0,3.590909090909091,11.0,498536,39205.0,JP,https://image.tmdb.org/t/p/w500/tuBhGG1tqKETQpTIR95VLPjBtwm.jpg
200406,Detective Conan: Strategy Above the Depths,名偵探柯南：水平線上的陰謀,Animation|Mystery,2005.0,3.0,14.0,1133936,39204.0,JP,https://image.tmdb.org/t/p/w500/osMb2wivoUh86WoV90ShGRTiG0.jpg
200408,Detective Conan: Magician of the Silver Key,名偵探柯南：銀翼的奇術師,Animation|Mystery,2004.0,3.3461538461538463,13.0,1133559,39203.0,JP,https://image.tmdb.org/t/p/w500/1RrsLJoSGi2eZLsO4U3coqJOYye.jpg
200410,Detective Conan: Crossroad in the Ancient Capital,名偵探柯南：迷宮的十字路,Animation|Mystery,2003.0,3.1153846153846154,13.0,1133935,39202.0,JP,https://image.tmdb.org/t/p/w500/A21QGNG7mjqokVsQYvSeGabocqL.jpg
200412,Detective Conan: The Phantom of Baker Street,名偵探柯南：貝克街的亡靈,Adventure|Animation|Mystery,2002.0,3.690476190476191,21.0,990372,26662.0,JP,https://image.tmdb.org/t/p/w500/dZ4Ckt4Nx6aV5heFj8Av5fOV0WN.jpg
200414,Case Closed: Countdown to Heaven,名偵探柯南：往天國的倒數計時,Action|Animation|Crime|Drama|Mystery,2001.0,3.2142857142857144,14.0,1073223,32022.0,JP,https://image.tmdb.org/t/p/w500/h6Eaq9Cs8L6NFnSffhIGRZo9n7B.jpg
200416,Detective Conan: Captured in Her Eyes,名偵探柯南：瞳孔中的暗殺者,Animation|Crime|Thriller,2000.0,3.0,13.0,1068773,20677.0,JP,https://image.tmdb.org/t/p/w500/hROBZH0PfmB6MkzOx47GBJb65mh.jpg
200430,Lord of the Elves,部落爭霸,Fantasy,2012.0,1.75,4.0,2456594,150584.0,US,https://image.tmdb.org/t/p/w500/z06qjfrhavkGcSwaBuWD44Ha26Z.jpg
200448,Justice League vs. the Fatal Five,正義聯盟對抗致命五人組,Action|Animation|Sci-Fi,2019.0,2.6791044776119404,67.0,8752474,537059.0,US,https://image.tmdb.org/t/p/w500/rWs3AEYMLU9MXdnUoryJsHyRZdP.jpg
200462,Above and Beyond: NASA's Journey to Tomorrow,浩瀚穹蒼：NASA的明日之旅,Documentary,2018.0,3.8333333333333335,3.0,6903296,523798.0,US,https://image.tmdb.org/t/p/w500/b7sdRZJSmNvbKfJLTrMSokYPsft.jpg
