movie_id,title,title_zh,genres,year,avg_rating,rating_count,imdb_id,tmdb_id,region,poster_url
103665,Ip Man: The Final Fight,葉問：終極一戰,Action|Drama,2013.0,3.268867924528302,106.0,2495118,182127.0,HK,https://image.tmdb.org/t/p/w500/kmfk88LpbNMzpVayoFqp8JYqYw1.jpg
103688,"Conjuring, The",厲陰宅,Horror|Thriller,2013.0,3.672927847346452,5031.0,1457767,138843.0,US,https://image.tmdb.org/t/p/w500/xbOUJ4PUWSj7aZYwpJHIBzUB4n2.jpg
103721,Love,愛在太空,Drama|Sci-Fi,2011.0,2.563953488372093,86.0,1541874,54320.0,US,https://image.tmdb.org/t/p/w500/ghKqC61MuwJIY8Wh61258fxpcRV.jpg
103727,"Colony, The",末世殖民地,Action|Horror|Sci-Fi|Thriller,2013.0,2.793333333333333,375.0,1160996,178809.0,CA,https://image.tmdb.org/t/p/w500/ppTqHex38Jkpg9fhPzDcYJuxqhR.jpg
103736,Scenic Route,觀光路線,Drama|Thriller,2013.0,3.466216216216216,74.0,2012011,172847.0,US,https://image.tmdb.org/t/p/w500/fLR1XII83u0zMPcW5sSR3XBxwYC.jpg
103755,Turbo,渦輪方程式,Adventure|Animation|Children|Comedy|Fantasy,2013.0,2.9532193158953723,994.0,1860353,77950.0,US,https://image.tmdb.org/t/p/w500/nc5sKsVkRHzM6nhQSWW4DQLNTIA.jpg
103772,"Wolverine, The",金鋼狼：武士之戰,Action|Adventure|Fantasy|Sci-Fi,2013.0,3.2160866847259846,4799.0,1430132,76170.0,US,https://image.tmdb.org/t/p/w500/5GZrq4e3SXYrdTpCBzvu1W3kVnN.jpg
103801,Drinking Buddies,酒友行不行,Comedy|Drama|Romance,2013.0,3.21107544141252,623.0,2265398,172533.0,US,https://image.tmdb.org/t/p/w500/iunbsMWtkwfrtRzU7hdCHhPjjJf.jpg
103810,Red 2,超危險特工2：狠戰,Action|Comedy|Crime|Thriller,2013.0,3.4554712460063897,2504.0,1821694,146216.0,US,https://image.tmdb.org/t/p/w500/xZuXQK8Vg9BP3GYZTTZouwgV3k9.jpg
103825,Vehicle 19,玩命車手,Thriller,2013.0,2.574468085106383,47.0,1911662,180948.0,US,https://image.tmdb.org/t/p/w500/vRZobS1s3ojOpLFUbFVb2k1qDQI.jpg
103849,New World (Shin-sae-gye),闇黑新世界,Thriller,2013.0,3.775384615384616,325.0,2625030,165213.0,KR,https://image.tmdb.org/t/p/w500/56d02lY8c2jpIgRM2ZfdEopwVJI.jpg
103867,Night Train To Lisbon,里斯本夜車,Mystery|Romance|Thriller,2013.0,3.4832214765100677,149.0,1654523,160139.0,DE,https://image.tmdb.org/t/p/w500/3vrOC9TUgXOrXMBicEoxFXSutvy.jpg
103869,Bigfoot,翻天覆地大腳怪,Adventure|Horror|Sci-Fi,2012.0,1.0588235294117647,17.0,1876261,117856.0,US,https://image.tmdb.org/t/p/w500/7Uq9ZzMiHHLhU2bkuvL1KsxFfyz.jpg
103873,"Breath, The (Nefes: Vatan sagolsun)",呼吸,Action|Drama|Thriller,2009.0,3.431034482758621,29.0,1171701,27957.0,TR,https://image.tmdb.org/t/p/w500/cxRoQLbjN8Fpmh4VlBjPcu4kfly.jpg
103883,2 Guns,2槍斃命,Action|Comedy|Crime,2013.0,3.335973597359736,1515.0,1272878,136400.0,US,https://image.tmdb.org/t/p/w500/c0nmGLvzCJWHU5Oldvuaoy9BD1j.jpg
103966,Lost in Thailand (Ren zai jiong tu zhi tai jiong),人再囧途之泰囧,Adventure|Comedy|Drama,2012.0,3.083333333333333,12.0,2459022,151743.0,CN,https://image.tmdb.org/t/p/w500/fTN7asKKrD5dc99t3t0raWV1jFT.jpg
103978,Darling Companion,愛狗在心眼難開,Drama,2012.0,2.5416666666666665,12.0,1730687,89325.0,US,https://image.tmdb.org/t/p/w500/wqlUsjcu874Ja9iOpWin2APUxCj.jpg
103980,Blue Jasmine,藍色茉莉,Drama,2013.0,3.614230019493177,2565.0,2334873,160588.0,US,https://image.tmdb.org/t/p/w500/9YoyAIyMr1wBc9HuhAgmmGkGxGy.jpg
103982,Frankenstein's Army,科學怪軍團,Action|Horror|Sci-Fi,2013.0,2.8951612903225805,62.0,1925435,153738.0,US,https://image.tmdb.org/t/p/w500/1XMsUXSNM7L72bw6pfapJW5eOIO.jpg
103984,"Great Beauty, The (Grande Bellezza, La)",絕美之城,Comedy|Drama,2013.0,3.933641975308642,1296.0,2358891,179144.0,IT,https://image.tmdb.org/t/p/w500/kUbM6rcIP3E6kx7oMS6PirpvOH8.jpg
104050,Phantom of the Megaplex,電影院驚魂記,Action|Children|Comedy|Mystery,2000.0,3.25,22.0,266850,26450.0,CA,https://image.tmdb.org/t/p/w500/saZEFau4Y4EYvXQgdAcVTxiDopy.jpg
104074,Percy Jackson: Sea of Monsters,波西傑克森：妖魔之海,Adventure|Children|Fantasy,2013.0,2.9018612521150597,1182.0,1854564,76285.0,US,https://image.tmdb.org/t/p/w500/u9Jzrpc1f6uPnyESXEojrrqKjX1.jpg
104076,"Smurfs 2, The",藍色小精靈2,Animation|Children|Comedy,2013.0,2.3552631578947367,304.0,2017020,77931.0,US,https://image.tmdb.org/t/p/w500/4LkbC6lmC9SZkglTzmjADDV2bcE.jpg
104078,Alan Partridge: Alpha Papa,王牌DJ出任務,Comedy,2013.0,3.493150684931507,438.0,469021,177699.0,GB,https://image.tmdb.org/t/p/w500/oqdSe46XQ9CKcj1WMyfD2LaVoER.jpg
104137,Prince Avalanche,無路用之王,Comedy|Drama,2013.0,3.1825,200.0,2195548,113148.0,US,https://image.tmdb.org/t/p/w500/kCfs93bW6FdLIZoYN5pYILysyx4.jpg
104211,We're the Millers,全家就是米家,Comedy|Crime,2013.0,3.4905942334739803,5688.0,1723121,138832.0,US,https://image.tmdb.org/t/p/w500/orIq2b5Dv18E2875YFybLB33lJo.jpg
104218,Grown Ups 2,亞當等大人2,Comedy,2013.0,2.4994219653179197,865.0,2191701,109418.0,US,https://image.tmdb.org/t/p/w500/d0uw6R0ig33QM16pB13Api1TOrW.jpg
104231,Drug War (Du zhan),毒戰,Crime,2012.0,3.411290322580645,124.0,2165735,110410.0,CN,https://image.tmdb.org/t/p/w500/f0XSmGJDB84Yv853m71lV5FPWLs.jpg
