movie_id,title,title_zh,genres,year,avg_rating,rating_count,imdb_id,tmdb_id,region,poster_url
268214,Where Is Anne Frank,尋找安妮法蘭克,Animation|Drama|Fantasy|War,2021.0,4.25,4.0,3454424,426242.0,BE,https://image.tmdb.org/t/p/w500/98NMhpAVyFeNHJnenKGbSuV1A5e.jpg
268226,American Siege,終極包圍戰,Action|Crime|Drama|Thriller,2022.0,1.9,10.0,13496236,766907.0,CA,https://image.tmdb.org/t/p/w500/pBcxGAVbxMLLLwIqIKfEozdj2HI.jpg
268270,1000 Miles From Christmas,聖誕千里情,Comedy|Romance,2021.0,2.9166666666666665,6.0,13782052,852590.0,ES,https://image.tmdb.org/t/p/w500/AmQCS5l9MZZsfLbNENExSkP1Myj.jpg
268276,Diabolik,怪盜密令,Action|Crime,2021.0,2.7142857142857144,7.0,9381682,593395.0,IT,https://image.tmdb.org/t/p/w500/wAZYjWilGfh7Y3j4oCptOQxHVQC.jpg
268284,Twittering Birds Never Fly: The Clouds Gather,鳴鳥不飛：烏雲密布,Animation|Drama,2020.0,4.25,2.0,10675392,650498.0,JP,https://image.tmdb.org/t/p/w500/AtFb6T1KWonRgP64pTT4n3jr2gZ.jpg
268322,Poupelle of Chimney Town,煙囪小鎮的普佩,Adventure|Animation|Drama|Fantasy,2020.0,3.6,5.0,13276012,655437.0,JP,https://image.tmdb.org/t/p/w500/q4rbt2vZfWgp9eIS5TAqiWkb486.jpg
268326,Weed the People,藥用大麻,Documentary,2018.0,3.0,2.0,7968976,502137.0,US,https://image.tmdb.org/t/p/w500/3jHkqOfoZtjxXRhKa9gY3xMLymy.jpg
268354,Seal Team,海豹小戰隊,Animation|Children|Comedy,2021.0,2.833333333333333,6.0,8456190,823610.0,ZA,https://image.tmdb.org/t/p/w500/yPZ3I27oeSm4zVesgMxXlhW8GDe.jpg
268364,The Shift,少年炸彈客,Drama|Thriller,2021.0,2.0,2.0,10405760,733989.0,BE,https://image.tmdb.org/t/p/w500/tUaB6Rcp1lDUyIW6sD1IC9LVhOo.jpg
268370,Spiritwalker,獵魂者,Action|Mystery,2021.0,3.4545454545454546,11.0,15108954,602295.0,KR,https://image.tmdb.org/t/p/w500/kx1q6yc29gxEBqVjVAQ5ZdsWiim.jpg
268374,Moonlight Shadow,月影,Drama,2021.0,1.5,1.0,15442580,847335.0,JP,https://image.tmdb.org/t/p/w500/kFLzXDuiVfPtYKcR7QGqXW5o1t.jpg
268450,Chinese Doctors,中國醫生,Drama,2021.0,2.6666666666666665,3.0,13696296,848880.0,CN,https://image.tmdb.org/t/p/w500/4CfWJFV9IpPKpx3yoSyHOmNZWzL.jpg
268458,Return to Christmas Creek,緣來就在聖誕溪,Children|Romance,2018.0,5.0,1.0,9103028,554279.0,US,https://image.tmdb.org/t/p/w500/gCdjZCWM9x9vAbtkvZiIIYL7tOB.jpg
268480,Angel Falls Christmas,天使愛聖誕,Comedy|Romance,2021.0,2.0,3.0,15978102,878401.0,CA,https://image.tmdb.org/t/p/w500/7A4sPNcTnwtHW2lPaPrKHFVSMON.jpg
268530,More Than Family,我孕故我在,Children|Comedy|Drama,2020.0,4.0,1.0,13574232,626415.0,KR,https://image.tmdb.org/t/p/w500/3zOOnNrn51JgRWnhMMB8p3aJK7k.jpg
268534,Hostage,顫慄人質,Thriller,2021.0,1.0,1.0,6619180,797842.0,CA,https://image.tmdb.org/t/p/w500/OqXNE8J9d9OF7QZj2Iacs0NW7N.jpg
268544,Last Survivors,最後的生存者,Sci-Fi|Thriller,2022.0,2.730769230769231,13.0,13889602,789171.0,US,https://image.tmdb.org/t/p/w500/5JTea4ObIiVqT5utSpwx9ClJIFM.jpg
268572,Three Wishes for Cinderella,橡果奇緣,Children|Fantasy,2021.0,2.75,6.0,10147580,660262.0,NO,https://image.tmdb.org/t/p/w500/6dNlEzYCYCBF5f6AV3MceQK41El.jpg
268592,Through My Window,心動隔扇窗,Drama|Romance,2022.0,2.68,25.0,14463484,818647.0,ES,https://image.tmdb.org/t/p/w500/3F5MkMadQOWiZNVaNuOuw6UaK7a.jpg
268642,The Batman,蝙蝠俠,Action|Crime|Drama,2022.0,3.672604790419162,3340.0,1877830,414906.0,US,https://image.tmdb.org/t/p/w500/lwWl8CwHyHj6KkDOfhJOpp6xTn3.jpg
268646,Barbarians,友誼喋血戰,Thriller,2021.0,2.5625,8.0,10189536,811076.0,GB,https://image.tmdb.org/t/p/w500/hWAbGdeELPdnBIgno5VGgnxiYBM.jpg
